,latitude,longitude,time,rain chance,warnings
461,42.244079,-104.57745,2024-07-27T03,0.1,LOW
462,42.244079,-104.57745,2024-07-27T18,0.39,LOW
463,42.244079,-104.57745,2024-07-27T21,0.61,HIGH
464,42.244079,-104.57745,2024-07-28T00,0.31,LOW
465,42.244079,-104.57745,2024-07-28T03,0.2,LOW
466,42.244079,-104.57745,2024-07-28T18,0.15,LOW
467,42.249935,-104.605843,2024-07-26T21,0.61,HIGH
468,42.249935,-104.605843,2024-07-27T00,0.52,HIGH
469,42.249935,-104.605843,2024-07-27T03,0.1,LOW
470,42.249935,-104.605843,2024-07-27T18,0.39,LOW
471,42.249935,-104.605843,2024-07-27T21,0.61,HIGH
472,42.249935,-104.605843,2024-07-28T00,0.31,LOW
473,42.249935,-104.605843,2024-07-28T03,0.2,LOW
474,42.249935,-104.605843,2024-07-28T18,0.15,LOW
475,42.256273,-104.636335,2024-07-26T21,0.61,HIGH
476,42.256273,-104.636335,2024-07-27T00,0.52,HIGH
477,42.256273,-104.636335,2024-07-27T03,0.1,LOW
478,42.256273,-104.636335,2024-07-27T18,0.4,LOW
479,42.256273,-104.636335,2024-07-27T21,0.61,HIGH
480,42.256273,-104.636335,2024-07-28T00,0.31,LOW
481,42.256273,-104.636335,2024-07-28T03,0.2,LOW
482,42.256273,-104.636335,2024-07-28T18,0.15,LOW
483,42.255794,-104.666297,2024-07-26T21,0.61,HIGH
484,42.255794,-104.666297,2024-07-27T00,0.52,HIGH
485,42.255794,-104.666297,2024-07-27T03,0.1,LOW
486,42.255794,-104.666297,2024-07-27T18,0.4,LOW
487,42.255794,-104.666297,2024-07-27T21,0.61,HIGH
488,42.255794,-104.666297,2024-07-28T00,0.31,LOW
489,42.255794,-104.666297,2024-07-28T03,0.2,LOW
490,42.255794,-104.666297,2024-07-28T18,0.15,LOW
491,42.255812,-104.668568,2024-07-26T21,0.61,HIGH
492,42.255812,-104.668568,2024-07-27T00,0.52,HIGH
493,42.255812,-104.668568,2024-07-27T03,0.1,LOW
494,42.255812,-104.668568,2024-07-27T18,0.4,LOW
495,42.255812,-104.668568,2024-07-27T21,0.61,HIGH
496,42.255812,-104.668568,2024-07-28T00,0.31,LOW
497,42.255812,-104.668568,2024-07-28T03,0.2,LOW
498,42.255812,-104.668568,2024-07-28T18,0.15,LOW
499,42.26,-104.689671,2024-07-26T21,0.61,HIGH
500,42.26,-104.689671,2024-07-27T00,0.52,HIGH
501,42.26,-104.689671,2024-07-27T03,0.1,LOW
502,42.26,-104.689671,2024-07-27T18,0.4,LOW
503,42.26,-104.689671,2024-07-27T21,0.61,HIGH
504,42.26,-104.689671,2024-07-28T00,0.31,LOW
505,42.26,-104.689671,2024-07-28T03,0.2,LOW
506,42.26,-104.689671,2024-07-28T18,0.15,LOW
507,42.260286,-104.690976,2024-07-26T21,0.61,HIGH
508,42.260286,-104.690976,2024-07-27T00,0.53,HIGH
509,42.260286,-104.690976,2024-07-27T03,0.1,LOW
510,42.260286,-104.690976,2024-07-27T18,0.4,LOW
511,42.260286,-104.690976,2024-07-27T21,0.61,HIGH
512,42.260286,-104.690976,2024-07-28T00,0.3,LOW
513,42.260286,-104.690976,2024-07-28T03,0.2,LOW
514,42.260286,-104.690976,2024-07-28T18,0.15,LOW
515,42.261297,-104.695469,2024-07-26T21,0.61,HIGH
516,42.261297,-104.695469,2024-07-27T00,0.52,HIGH
517,42.261297,-104.695469,2024-07-27T03,0.1,LOW
518,42.261297,-104.695469,2024-07-27T18,0.41,LOW
519,42.261297,-104.695469,2024-07-27T21,0.61,HIGH
520,42.261297,-104.695469,2024-07-28T00,0.3,LOW
521,42.261297,-104.695469,2024-07-28T03,0.2,LOW
522,42.261297,-104.695469,2024-07-28T18,0.15,LOW
523,42.264301,-104.724791,2024-07-26T21,0.61,HIGH
524,42.264301,-104.724791,2024-07-27T00,0.52,HIGH
525,42.264301,-104.724791,2024-07-27T03,0.1,LOW
526,42.264301,-104.724791,2024-07-27T18,0.41,LOW
527,42.264301,-104.724791,2024-07-27T21,0.61,HIGH
528,42.264301,-104.724791,2024-07-28T00,0.29,LOW
529,42.264301,-104.724791,2024-07-28T03,0.21,LOW
530,42.264301,-104.724791,2024-07-28T18,0.15,LOW
531,42.269737,-104.758733,2024-07-26T21,0.61,HIGH
532,42.269737,-104.758733,2024-07-27T00,0.52,HIGH
533,42.269737,-104.758733,2024-07-27T03,0.1,LOW
534,42.269737,-104.758733,2024-07-27T18,0.42,LOW
535,42.269737,-104.758733,2024-07-27T21,0.61,HIGH
536,42.269737,-104.758733,2024-07-28T00,0.29,LOW
537,42.269737,-104.758733,2024-07-28T03,0.21,LOW
538,42.269737,-104.758733,2024-07-28T18,0.15,LOW
539,42.266431,-104.787283,2024-07-26T21,0.61,HIGH
540,42.266431,-104.787283,2024-07-27T00,0.51,HIGH
541,42.266431,-104.787283,2024-07-27T03,0.1,LOW
542,42.266431,-104.787283,2024-07-27T18,0.42,LOW
543,42.266431,-104.787283,2024-07-27T21,0.61,HIGH
544,42.266431,-104.787283,2024-07-28T00,0.28,LOW
545,42.266431,-104.787283,2024-07-28T03,0.21,LOW
546,42.266431,-104.787283,2024-07-28T18,0.15,LOW
547,42.265136,-104.814252,2024-07-26T21,0.61,HIGH
548,42.265136,-104.814252,2024-07-27T00,0.51,HIGH
549,42.265136,-104.814252,2024-07-27T03,0.1,LOW
550,42.265136,-104.814252,2024-07-27T18,0.43,LOW
551,42.265136,-104.814252,2024-07-27T21,0.61,HIGH
552,42.265136,-104.814252,2024-07-28T00,0.27,LOW
553,42.265136,-104.814252,2024-07-28T03,0.22,LOW
554,42.265136,-104.814252,2024-07-28T18,0.15,LOW
555,42.251889,-104.837345,2024-07-26T21,0.62,HIGH
556,42.251889,-104.837345,2024-07-27T00,0.5,LOW
557,42.251889,-104.837345,2024-07-27T03,0.1,LOW
558,42.251889,-104.837345,2024-07-27T18,0.44,LOW
559,42.251889,-104.837345,2024-07-27T21,0.61,HIGH
560,42.251889,-104.837345,2024-07-28T00,0.28,LOW
561,42.251889,-104.837345,2024-07-28T03,0.21,LOW
562,42.251889,-104.837345,2024-07-28T18,0.15,LOW
563,42.250269,-104.841915,2024-07-26T21,0.62,HIGH
564,42.250269,-104.841915,2024-07-27T00,0.5,LOW
565,42.250269,-104.841915,2024-07-27T03,0.1,LOW
566,42.250269,-104.841915,2024-07-27T18,0.44,LOW
567,42.250269,-104.841915,2024-07-27T21,0.61,HIGH
568,42.250269,-104.841915,2024-07-28T00,0.28,LOW
569,42.250269,-104.841915,2024-07-28T03,0.21,LOW
570,42.250269,-104.841915,2024-07-28T18,0.15,LOW
571,42.249953,-104.842992,2024-07-26T21,0.62,HIGH
572,42.249953,-104.842992,2024-07-27T00,0.5,LOW
573,42.249953,-104.842992,2024-07-27T03,0.1,LOW
574,42.249953,-104.842992,2024-07-27T18,0.44,LOW
575,42.249953,-104.842992,2024-07-27T21,0.61,HIGH
576,42.249953,-104.842992,2024-07-28T00,0.28,LOW
577,42.249953,-104.842992,2024-07-28T03,0.21,LOW
578,42.249953,-104.842992,2024-07-28T18,0.15,LOW
579,42.24971,-104.84382,2024-07-26T21,0.62,HIGH
580,42.24971,-104.84382,2024-07-27T00,0.5,LOW
581,42.24971,-104.84382,2024-07-27T03,0.1,LOW
582,42.24971,-104.84382,2024-07-27T18,0.44,LOW
583,42.24971,-104.84382,2024-07-27T21,0.61,HIGH
584,42.24971,-104.84382,2024-07-28T00,0.28,LOW
585,42.24971,-104.84382,2024-07-28T03,0.22,LOW
586,42.24971,-104.84382,2024-07-28T18,0.15,LOW
587,42.239078,-104.869668,2024-07-26T21,0.62,HIGH
588,42.239078,-104.869668,2024-07-27T00,0.5,LOW
589,42.239078,-104.869668,2024-07-27T03,0.1,LOW
590,42.239078,-104.869668,2024-07-27T18,0.45,LOW
591,42.239078,-104.869668,2024-07-27T21,0.61,HIGH
592,42.239078,-104.869668,2024-07-28T00,0.28,LOW
593,42.239078,-104.869668,2024-07-28T03,0.22,LOW
594,42.239078,-104.869668,2024-07-28T18,0.15,LOW
595,42.234495,-104.899674,2024-07-26T21,0.62,HIGH
596,42.234495,-104.899674,2024-07-27T00,0.49,LOW
597,42.234495,-104.899674,2024-07-27T03,0.1,LOW
598,42.234495,-104.899674,2024-07-27T18,0.45,LOW
599,42.234495,-104.899674,2024-07-27T21,0.61,HIGH
600,42.234495,-104.899674,2024-07-28T00,0.28,LOW
601,42.234495,-104.899674,2024-07-28T03,0.22,LOW
602,42.234495,-104.899674,2024-07-28T18,0.15,LOW
603,42.234604,-104.943259,2024-07-26T21,0.62,HIGH
604,42.234604,-104.943259,2024-07-27T00,0.48,LOW
605,42.234604,-104.943259,2024-07-27T03,0.1,LOW
606,42.234604,-104.943259,2024-07-27T18,0.45,LOW
607,42.234604,-104.943259,2024-07-27T21,0.6,HIGH
608,42.234604,-104.943259,2024-07-28T00,0.28,LOW
609,42.234604,-104.943259,2024-07-28T03,0.22,LOW
610,42.234604,-104.943259,2024-07-28T18,0.15,LOW
611,42.234624,-104.957646,2024-07-26T21,0.62,HIGH
612,42.234624,-104.957646,2024-07-27T00,0.48,LOW
613,42.234624,-104.957646,2024-07-27T03,0.1,LOW
614,42.234624,-104.957646,2024-07-27T18,0.45,LOW
615,42.234624,-104.957646,2024-07-27T21,0.6,HIGH
616,42.234624,-104.957646,2024-07-28T00,0.28,LOW
617,42.234624,-104.957646,2024-07-28T03,0.23,LOW
618,42.234624,-104.957646,2024-07-28T18,0.15,LOW
619,42.23454,-104.987077,2024-07-26T21,0.62,HIGH
620,42.23454,-104.987077,2024-07-27T00,0.48,LOW
621,42.23454,-104.987077,2024-07-27T03,0.1,LOW
622,42.23454,-104.987077,2024-07-27T18,0.45,LOW
623,42.23454,-104.987077,2024-07-27T21,0.6,HIGH
624,42.23454,-104.987077,2024-07-28T00,0.28,LOW
625,42.23454,-104.987077,2024-07-28T03,0.23,LOW
626,42.23454,-104.987077,2024-07-28T18,0.15,LOW
627,42.234534,-104.990295,2024-07-26T21,0.62,HIGH
628,42.234534,-104.990295,2024-07-27T00,0.48,LOW
629,42.234534,-104.990295,2024-07-27T03,0.1,LOW
630,42.234534,-104.990295,2024-07-27T18,0.46,LOW
631,42.234534,-104.990295,2024-07-27T21,0.59,HIGH
632,42.234534,-104.990295,2024-07-28T00,0.28,LOW
633,42.234534,-104.990295,2024-07-28T03,0.23,LOW
634,42.234534,-104.990295,2024-07-28T18,0.15,LOW
635,42.232495,-105.018563,2024-07-26T21,0.62,HIGH
636,42.232495,-105.018563,2024-07-27T00,0.47,LOW
637,42.232495,-105.018563,2024-07-27T03,0.1,LOW
638,42.232495,-105.018563,2024-07-27T18,0.47,LOW
639,42.232495,-105.018563,2024-07-27T21,0.58,HIGH
640,42.232495,-105.018563,2024-07-28T00,0.28,LOW
641,42.232495,-105.018563,2024-07-28T03,0.23,LOW
642,42.232495,-105.018563,2024-07-28T06,0.1,LOW
643,42.232495,-105.018563,2024-07-28T18,0.15,LOW
644,42.246761,-105.030532,2024-07-26T21,0.62,HIGH
645,42.246761,-105.030532,2024-07-27T00,0.47,LOW
646,42.246761,-105.030532,2024-07-27T03,0.1,LOW
647,42.246761,-105.030532,2024-07-27T18,0.45,LOW
648,42.246761,-105.030532,2024-07-27T21,0.59,HIGH
649,42.246761,-105.030532,2024-07-28T00,0.28,LOW
650,42.246761,-105.030532,2024-07-28T03,0.23,LOW
651,42.246761,-105.030532,2024-07-28T06,0.1,LOW
652,42.246761,-105.030532,2024-07-28T18,0.15,LOW
653,42.263154,-105.038108,2024-07-26T21,0.62,HIGH
654,42.263154,-105.038108,2024-07-27T00,0.47,LOW
655,42.263154,-105.038108,2024-07-27T03,0.1,LOW
656,42.263154,-105.038108,2024-07-27T18,0.45,LOW
657,42.263154,-105.038108,2024-07-27T21,0.57,HIGH
658,42.263154,-105.038108,2024-07-28T00,0.27,LOW
659,42.263154,-105.038108,2024-07-28T03,0.23,LOW
660,42.263154,-105.038108,2024-07-28T06,0.1,LOW
661,42.263154,-105.038108,2024-07-28T18,0.15,LOW
662,42.272246,-105.04953,2024-07-26T21,0.62,HIGH
663,42.272246,-105.04953,2024-07-27T00,0.47,LOW
664,42.272246,-105.04953,2024-07-27T03,0.1,LOW
665,42.272246,-105.04953,2024-07-27T18,0.45,LOW
666,42.272246,-105.04953,2024-07-27T21,0.57,HIGH
667,42.272246,-105.04953,2024-07-28T00,0.27,LOW
668,42.272246,-105.04953,2024-07-28T03,0.23,LOW
669,42.272246,-105.04953,2024-07-28T06,0.1,LOW
670,42.272246,-105.04953,2024-07-28T18,0.15,LOW
671,42.2724,-105.049597,2024-07-26T21,0.62,HIGH
672,42.2724,-105.049597,2024-07-27T00,0.47,LOW
673,42.2724,-105.049597,2024-07-27T03,0.1,LOW
674,42.2724,-105.049597,2024-07-27T18,0.45,LOW
675,42.2724,-105.049597,2024-07-27T21,0.57,HIGH
676,42.2724,-105.049597,2024-07-28T00,0.27,LOW
677,42.2724,-105.049597,2024-07-28T03,0.23,LOW
678,42.2724,-105.049597,2024-07-28T06,0.1,LOW
679,42.2724,-105.049597,2024-07-28T18,0.15,LOW
680,42.272597,-105.049663,2024-07-26T21,0.62,HIGH
681,42.272597,-105.049663,2024-07-27T00,0.47,LOW
682,42.272597,-105.049663,2024-07-27T03,0.1,LOW
683,42.272597,-105.049663,2024-07-27T18,0.46,LOW
684,42.272597,-105.049663,2024-07-27T21,0.57,HIGH
685,42.272597,-105.049663,2024-07-28T00,0.27,LOW
686,42.272597,-105.049663,2024-07-28T03,0.23,LOW
687,42.272597,-105.049663,2024-07-28T06,0.1,LOW
688,42.272597,-105.049663,2024-07-28T18,0.15,LOW
689,42.284041,-105.051286,2024-07-26T21,0.62,HIGH
690,42.284041,-105.051286,2024-07-27T00,0.47,LOW
691,42.284041,-105.051286,2024-07-27T03,0.1,LOW
692,42.284041,-105.051286,2024-07-27T18,0.46,LOW
693,42.284041,-105.051286,2024-07-27T21,0.57,HIGH
694,42.284041,-105.051286,2024-07-28T00,0.27,LOW
695,42.284041,-105.051286,2024-07-28T03,0.23,LOW
696,42.284041,-105.051286,2024-07-28T06,0.1,LOW
697,42.284041,-105.051286,2024-07-28T18,0.15,LOW
698,42.284208,-105.051242,2024-07-26T21,0.62,HIGH
699,42.284208,-105.051242,2024-07-27T00,0.47,LOW
700,42.284208,-105.051242,2024-07-27T03,0.1,LOW
701,42.284208,-105.051242,2024-07-27T18,0.45,LOW
702,42.284208,-105.051242,2024-07-27T21,0.56,HIGH
703,42.284208,-105.051242,2024-07-28T00,0.28,LOW
704,42.284208,-105.051242,2024-07-28T03,0.23,LOW
705,42.284208,-105.051242,2024-07-28T06,0.1,LOW
706,42.284208,-105.051242,2024-07-28T18,0.15,LOW
707,42.285005,-105.050738,2024-07-26T21,0.62,HIGH
708,42.285005,-105.050738,2024-07-27T00,0.48,LOW
709,42.285005,-105.050738,2024-07-27T03,0.1,LOW
710,42.285005,-105.050738,2024-07-27T18,0.44,LOW
711,42.285005,-105.050738,2024-07-27T21,0.56,HIGH
712,42.285005,-105.050738,2024-07-28T00,0.28,LOW
713,42.285005,-105.050738,2024-07-28T03,0.23,LOW
714,42.285005,-105.050738,2024-07-28T06,0.1,LOW
715,42.285005,-105.050738,2024-07-28T18,0.15,LOW
716,42.307224,-105.045914,2024-07-26T21,0.61,HIGH
717,42.307224,-105.045914,2024-07-27T00,0.48,LOW
718,42.307224,-105.045914,2024-07-27T03,0.1,LOW
719,42.307224,-105.045914,2024-07-27T18,0.44,LOW
720,42.307224,-105.045914,2024-07-27T21,0.55,HIGH
721,42.307224,-105.045914,2024-07-28T00,0.28,LOW
722,42.307224,-105.045914,2024-07-28T03,0.23,LOW
723,42.307224,-105.045914,2024-07-28T06,0.1,LOW
724,42.307224,-105.045914,2024-07-28T18,0.15,LOW
725,42.328158,-105.045152,2024-07-26T21,0.61,HIGH
726,42.328158,-105.045152,2024-07-27T00,0.48,LOW
727,42.328158,-105.045152,2024-07-27T03,0.1,LOW
728,42.328158,-105.045152,2024-07-27T18,0.43,LOW
729,42.328158,-105.045152,2024-07-27T21,0.54,HIGH
730,42.328158,-105.045152,2024-07-28T00,0.28,LOW
731,42.328158,-105.045152,2024-07-28T03,0.24,LOW
732,42.328158,-105.045152,2024-07-28T06,0.1,LOW
733,42.328158,-105.045152,2024-07-28T18,0.15,LOW
734,42.350362,-105.038173,2024-07-26T21,0.61,HIGH
735,42.350362,-105.038173,2024-07-27T00,0.48,LOW
736,42.350362,-105.038173,2024-07-27T03,0.1,LOW
737,42.350362,-105.038173,2024-07-27T18,0.42,LOW
738,42.350362,-105.038173,2024-07-27T21,0.53,HIGH
739,42.350362,-105.038173,2024-07-28T00,0.29,LOW
740,42.350362,-105.038173,2024-07-28T03,0.24,LOW
741,42.350362,-105.038173,2024-07-28T06,0.1,LOW
742,42.350362,-105.038173,2024-07-28T18,0.15,LOW
743,42.352689,-105.026702,2024-07-26T21,0.61,HIGH
744,42.352689,-105.026702,2024-07-27T00,0.48,LOW
745,42.352689,-105.026702,2024-07-27T03,0.1,LOW
746,42.352689,-105.026702,2024-07-27T18,0.42,LOW
747,42.352689,-105.026702,2024-07-27T21,0.53,HIGH
748,42.352689,-105.026702,2024-07-28T00,0.28,LOW
749,42.352689,-105.026702,2024-07-28T03,0.23,LOW
750,42.352689,-105.026702,2024-07-28T06,0.1,LOW
751,42.352689,-105.026702,2024-07-28T18,0.15,LOW
752,42.356646,-104.998854,2024-07-26T21,0.61,HIGH
753,42.356646,-104.998854,2024-07-27T00,0.49,LOW
754,42.356646,-104.998854,2024-07-27T03,0.1,LOW
755,42.356646,-104.998854,2024-07-27T18,0.41,LOW
756,42.356646,-104.998854,2024-07-27T21,0.53,HIGH
757,42.356646,-104.998854,2024-07-28T00,0.28,LOW
758,42.356646,-104.998854,2024-07-28T03,0.23,LOW
759,42.356646,-104.998854,2024-07-28T06,0.1,LOW
760,42.356646,-104.998854,2024-07-28T18,0.15,LOW
761,42.374386,-104.995328,2024-07-26T21,0.61,HIGH
762,42.374386,-104.995328,2024-07-27T00,0.48,LOW
763,42.374386,-104.995328,2024-07-27T03,0.1,LOW
764,42.374386,-104.995328,2024-07-27T18,0.41,LOW
765,42.374386,-104.995328,2024-07-27T21,0.52,HIGH
766,42.374386,-104.995328,2024-07-28T00,0.28,LOW
767,42.374386,-104.995328,2024-07-28T03,0.23,LOW
768,42.374386,-104.995328,2024-07-28T06,0.1,LOW
769,42.374386,-104.995328,2024-07-28T18,0.15,LOW
770,42.397135,-104.983806,2024-07-26T21,0.61,HIGH
771,42.397135,-104.983806,2024-07-27T00,0.48,LOW
772,42.397135,-104.983806,2024-07-27T03,0.1,LOW
773,42.397135,-104.983806,2024-07-27T18,0.4,LOW
774,42.397135,-104.983806,2024-07-27T21,0.5,LOW
775,42.397135,-104.983806,2024-07-28T00,0.28,LOW
776,42.397135,-104.983806,2024-07-28T03,0.23,LOW
777,42.397135,-104.983806,2024-07-28T06,0.1,LOW
778,42.397135,-104.983806,2024-07-28T18,0.15,LOW
779,42.419067,-104.992334,2024-07-26T21,0.61,HIGH
780,42.419067,-104.992334,2024-07-27T00,0.48,LOW
781,42.419067,-104.992334,2024-07-27T03,0.1,LOW
782,42.419067,-104.992334,2024-07-27T18,0.4,LOW
783,42.419067,-104.992334,2024-07-27T21,0.5,LOW
784,42.419067,-104.992334,2024-07-28T00,0.28,LOW
785,42.419067,-104.992334,2024-07-28T03,0.23,LOW
786,42.419067,-104.992334,2024-07-28T06,0.1,LOW
787,42.419067,-104.992334,2024-07-28T18,0.15,LOW
788,42.420229,-104.99279,2024-07-26T21,0.61,HIGH
789,42.420229,-104.99279,2024-07-27T00,0.47,LOW
790,42.420229,-104.99279,2024-07-27T03,0.1,LOW
791,42.420229,-104.99279,2024-07-27T18,0.39,LOW
792,42.420229,-104.99279,2024-07-27T21,0.49,LOW
793,42.420229,-104.99279,2024-07-28T00,0.28,LOW
794,42.420229,-104.99279,2024-07-28T03,0.22,LOW
795,42.420229,-104.99279,2024-07-28T06,0.1,LOW
796,42.420229,-104.99279,2024-07-28T18,0.15,LOW
797,42.4417,-104.996202,2024-07-26T21,0.6,HIGH
798,42.4417,-104.996202,2024-07-27T00,0.47,LOW
799,42.4417,-104.996202,2024-07-27T03,0.1,LOW
800,42.4417,-104.996202,2024-07-27T18,0.38,LOW
801,42.4417,-104.996202,2024-07-27T21,0.48,LOW
802,42.4417,-104.996202,2024-07-28T00,0.28,LOW
803,42.4417,-104.996202,2024-07-28T03,0.22,LOW
804,42.4417,-104.996202,2024-07-28T06,0.1,LOW
805,42.4417,-104.996202,2024-07-28T18,0.15,LOW
806,42.448842,-105.008388,2024-07-26T21,0.6,HIGH
807,42.448842,-105.008388,2024-07-27T00,0.47,LOW
808,42.448842,-105.008388,2024-07-27T03,0.1,LOW
809,42.448842,-105.008388,2024-07-27T18,0.38,LOW
810,42.448842,-105.008388,2024-07-27T21,0.48,LOW
811,42.448842,-105.008388,2024-07-28T00,0.28,LOW
812,42.448842,-105.008388,2024-07-28T03,0.22,LOW
813,42.448842,-105.008388,2024-07-28T06,0.1,LOW
814,42.448842,-105.008388,2024-07-28T18,0.15,LOW
815,42.460443,-105.025225,2024-07-26T21,0.6,HIGH
816,42.460443,-105.025225,2024-07-27T00,0.46,LOW
817,42.460443,-105.025225,2024-07-27T03,0.1,LOW
818,42.460443,-105.025225,2024-07-27T18,0.38,LOW
819,42.460443,-105.025225,2024-07-27T21,0.47,LOW
820,42.460443,-105.025225,2024-07-28T00,0.28,LOW
821,42.460443,-105.025225,2024-07-28T03,0.22,LOW
822,42.460443,-105.025225,2024-07-28T06,0.1,LOW
823,42.460443,-105.025225,2024-07-28T18,0.15,LOW
824,42.482703,-105.03053,2024-07-26T21,0.6,HIGH
825,42.482703,-105.03053,2024-07-27T00,0.46,LOW
826,42.482703,-105.03053,2024-07-27T03,0.1,LOW
827,42.482703,-105.03053,2024-07-27T18,0.37,LOW
828,42.482703,-105.03053,2024-07-27T21,0.46,LOW
829,42.482703,-105.03053,2024-07-28T00,0.28,LOW
830,42.482703,-105.03053,2024-07-28T03,0.21,LOW
831,42.482703,-105.03053,2024-07-28T06,0.1,LOW
832,42.482703,-105.03053,2024-07-28T18,0.15,LOW
833,42.50367,-105.026136,2024-07-26T21,0.6,HIGH
834,42.50367,-105.026136,2024-07-27T00,0.46,LOW
835,42.50367,-105.026136,2024-07-27T03,0.1,LOW
836,42.50367,-105.026136,2024-07-27T18,0.36,LOW
837,42.50367,-105.026136,2024-07-27T21,0.45,LOW
838,42.50367,-105.026136,2024-07-28T00,0.28,LOW
839,42.50367,-105.026136,2024-07-28T03,0.21,LOW
840,42.50367,-105.026136,2024-07-28T06,0.1,LOW
841,42.50367,-105.026136,2024-07-28T18,0.15,LOW
842,42.526585,-105.025896,2024-07-26T21,0.6,HIGH
843,42.526585,-105.025896,2024-07-27T00,0.46,LOW
844,42.526585,-105.025896,2024-07-27T03,0.1,LOW
845,42.526585,-105.025896,2024-07-27T18,0.35,LOW
846,42.526585,-105.025896,2024-07-27T21,0.44,LOW
847,42.526585,-105.025896,2024-07-28T00,0.27,LOW
848,42.526585,-105.025896,2024-07-28T03,0.2,LOW
849,42.526585,-105.025896,2024-07-28T06,0.1,LOW
850,42.526585,-105.025896,2024-07-28T18,0.15,LOW
851,42.548417,-105.034599,2024-07-26T21,0.6,HIGH
852,42.548417,-105.034599,2024-07-27T00,0.46,LOW
853,42.548417,-105.034599,2024-07-27T03,0.1,LOW
854,42.548417,-105.034599,2024-07-27T18,0.34,LOW
855,42.548417,-105.034599,2024-07-27T21,0.44,LOW
856,42.548417,-105.034599,2024-07-28T00,0.27,LOW
857,42.548417,-105.034599,2024-07-28T03,0.2,LOW
858,42.548417,-105.034599,2024-07-28T06,0.1,LOW
859,42.548417,-105.034599,2024-07-28T18,0.15,LOW
860,42.563444,-105.049368,2024-07-26T21,0.6,HIGH
861,42.563444,-105.049368,2024-07-27T00,0.46,LOW
862,42.563444,-105.049368,2024-07-27T03,0.1,LOW
863,42.563444,-105.049368,2024-07-27T18,0.34,LOW
864,42.563444,-105.049368,2024-07-27T21,0.44,LOW
865,42.563444,-105.049368,2024-07-28T00,0.27,LOW
866,42.563444,-105.049368,2024-07-28T03,0.2,LOW
867,42.563444,-105.049368,2024-07-28T06,0.1,LOW
868,42.563444,-105.049368,2024-07-28T18,0.15,LOW
869,42.568473,-105.059381,2024-07-26T21,0.6,HIGH
870,42.568473,-105.059381,2024-07-27T00,0.46,LOW
871,42.568473,-105.059381,2024-07-27T03,0.1,LOW
872,42.568473,-105.059381,2024-07-27T18,0.34,LOW
873,42.568473,-105.059381,2024-07-27T21,0.44,LOW
874,42.568473,-105.059381,2024-07-28T00,0.27,LOW
875,42.568473,-105.059381,2024-07-28T03,0.19,LOW
876,42.568473,-105.059381,2024-07-28T06,0.1,LOW
877,42.568473,-105.059381,2024-07-28T18,0.15,LOW
878,42.588385,-105.066998,2024-07-26T21,0.6,HIGH
879,42.588385,-105.066998,2024-07-27T00,0.46,LOW
880,42.588385,-105.066998,2024-07-27T03,0.1,LOW
881,42.588385,-105.066998,2024-07-27T18,0.34,LOW
882,42.588385,-105.066998,2024-07-27T21,0.44,LOW
883,42.588385,-105.066998,2024-07-28T00,0.27,LOW
884,42.588385,-105.066998,2024-07-28T03,0.19,LOW
885,42.588385,-105.066998,2024-07-28T06,0.1,LOW
886,42.588385,-105.066998,2024-07-28T18,0.15,LOW
887,42.588716,-105.067041,2024-07-26T21,0.6,HIGH
888,42.588716,-105.067041,2024-07-27T00,0.45,LOW
889,42.588716,-105.067041,2024-07-27T03,0.1,LOW
890,42.588716,-105.067041,2024-07-27T18,0.32,LOW
891,42.588716,-105.067041,2024-07-27T21,0.43,LOW
892,42.588716,-105.067041,2024-07-28T00,0.27,LOW
893,42.588716,-105.067041,2024-07-28T03,0.19,LOW
894,42.588716,-105.067041,2024-07-28T06,0.1,LOW
895,42.588716,-105.067041,2024-07-28T18,0.15,LOW
896,42.596307,-105.082611,2024-07-26T21,0.6,HIGH
897,42.596307,-105.082611,2024-07-27T00,0.44,LOW
898,42.596307,-105.082611,2024-07-27T03,0.1,LOW
899,42.596307,-105.082611,2024-07-27T18,0.33,LOW
900,42.596307,-105.082611,2024-07-27T21,0.43,LOW
901,42.596307,-105.082611,2024-07-28T00,0.27,LOW
902,42.596307,-105.082611,2024-07-28T03,0.19,LOW
903,42.596307,-105.082611,2024-07-28T06,0.1,LOW
904,42.596307,-105.082611,2024-07-28T18,0.15,LOW
905,42.608248,-105.100498,2024-07-26T21,0.6,HIGH
906,42.608248,-105.100498,2024-07-27T00,0.43,LOW
907,42.608248,-105.100498,2024-07-27T03,0.1,LOW
908,42.608248,-105.100498,2024-07-27T18,0.31,LOW
909,42.608248,-105.100498,2024-07-27T21,0.43,LOW
910,42.608248,-105.100498,2024-07-28T00,0.27,LOW
911,42.608248,-105.100498,2024-07-28T03,0.19,LOW
912,42.608248,-105.100498,2024-07-28T06,0.1,LOW
913,42.608248,-105.100498,2024-07-28T18,0.15,LOW
914,42.617136,-105.115023,2024-07-26T21,0.6,HIGH
915,42.617136,-105.115023,2024-07-27T00,0.42,LOW
916,42.617136,-105.115023,2024-07-27T03,0.1,LOW
917,42.617136,-105.115023,2024-07-27T18,0.32,LOW
918,42.617136,-105.115023,2024-07-27T21,0.43,LOW
919,42.617136,-105.115023,2024-07-28T00,0.27,LOW
920,42.617136,-105.115023,2024-07-28T03,0.19,LOW
921,42.617136,-105.115023,2024-07-28T06,0.11,LOW
922,42.617136,-105.115023,2024-07-28T18,0.15,LOW
